,SPY,SPY,SPY,SPY,SPY,SPY,SPY,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,DQ,DQ,DQ,DQ,DQ,DQ,DQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2019-03-06,279.16,279.16,276.97,277.33,75039771,290922,277.79285,52.1,52.2425,51.1,51.37,1204922,10945,51.399471,41.21,41.26,39.84,40.38,684792,4529,40.259851,36.6,37.1521,34.49,35.13,368141,4182,35.622473,24.04,24.22,23.19,23.55,705485,4512,23.52847
2019-03-07,276.84,276.99,274.07,275.01,95645689,435050,275.31504,51.22,51.66,50.24,50.36,1442218,11622,50.584718,40.18,40.46,39.2,39.36,747783,6111,39.714178,34.89,34.89,33.135,33.51,372437,3987,33.887938,23.53,23.93,22.7515,23.3,560809,4176,23.379159
2019-03-08,272.92,274.65,272.42,274.46,86406229,416193,273.518996,49.67,51.36,49.06,51.16,1673067,15062,50.77468,39.1,39.38,38.65,39.28,448174,4371,39.093391,33.0,33.4,32.06,32.4,343605,4466,32.414001,23.0,23.48,22.08,23.07,710924,5112,23.007178
2019-03-11,275.24,278.62,275.23,278.44,65294048,291889,277.616552,51.3,53.7501,51.3,53.62,1748673,17039,53.116867,39.34,40.31,39.34,39.89,423076,4264,39.978849,33.0,35.185,32.9,34.28,476349,4373,34.491573,23.24,23.75,23.07,23.56,702639,5059,23.506659
2019-03-12,279.09,280.07,278.85,279.49,79864066,279077,279.342632,53.53,54.0799,52.97,53.93,1141235,11936,53.770935,39.88,40.45,38.8601,39.31,993902,8275,39.483709,34.28,35.09,33.2,34.26,334404,3962,34.313731,23.6,24.0,23.37,23.63,769674,5930,23.661973
2019-03-13,280.49,283.3052,280.3,281.34,81854673,300658,281.147789,54.06,54.93,54.0101,54.71,1483668,14450,54.626599,39.62,40.14,39.175,39.9,539037,5680,39.80976,34.59,34.9,31.85,33.68,963819,7908,33.096061,23.72,23.895,23.26,23.66,1029792,6871,23.561797
2019-03-14,281.33,281.84,280.6662,281.16,69842399,249032,281.287653,55.0,55.62,54.16,54.44,1383341,11240,54.750624,39.91,40.7,39.49,39.73,557394,5196,40.003467,33.65,35.6,33.31,33.63,673305,7415,34.394653,23.75,23.83,23.29,23.48,459712,3882,23.555359
2019-03-15,280.56,282.21,280.33,281.31,82619175,308447,281.197459,54.76,55.35,53.61,53.71,1488519,12443,54.09462,39.99,40.37,39.75,39.93,727638,4137,39.968965,33.44,34.81,32.85,32.89,438006,3999,33.434705,23.6,23.75,23.12,23.29,700645,4053,23.358473
2019-03-18,281.53,282.66,281.3,282.33,62200340,268447,282.059401,54.09,54.76,53.76,54.68,1191047,9790,54.371367,39.92,39.98,39.23,39.69,426520,3895,39.595205,32.8,33.87,32.8,33.6,242634,2218,33.305447,23.4,23.7,22.92,23.33,649718,4942,23.272113
2019-03-19,283.49,284.36,281.41,282.4,90424199,366238,282.883102,54.91,55.795,54.7,55.45,1528317,13166,55.328387,39.79,39.87,39.36,39.48,299606,2884,39.616382,33.65,35.6,33.65,35.26,238023,2477,35.034844,23.37,23.63,23.27,23.48,789985,5043,23.482929
2019-03-20,282.16,283.5,280.32,281.55,84609331,449937,281.869201,55.31,56.04,54.79,55.65,1647760,12631,55.494828,39.48,39.92,38.8308,39.24,247795,2332,39.273472,35.09,36.21,34.91,35.7,312110,4071,35.737361,23.48,23.76,23.01,23.62,1319519,9553,23.416634
2019-03-21,280.63,285.18,280.59,284.73,79704575,378842,283.75219,55.42,55.78,54.05,54.81,1467964,15760,54.858494,39.01,39.47,38.755,38.84,467422,4198,38.993907,35.29,35.45,32.5,32.64,358857,3195,33.20701,21.54,21.54,19.1022,19.28,5554452,31689,19.724459
2019-03-22,283.22,283.8034,279.18,279.25,124865796,615396,280.801091,54.53,54.765,51.87,52.41,1948425,20090,52.574049,38.55,38.75,37.0,37.12,872721,7786,37.436508,32.43,32.61,30.73,31.45,419213,6184,31.457965,19.2,19.24,18.4901,18.75,3732557,22896,18.777798
2019-03-25,278.89,280.1853,277.64,279.04,86084313,401554,278.894788,52.22,52.54,51.32,51.72,1252668,12566,51.653518,37.05,37.45,36.63,37.33,421281,4158,37.097202,31.29,32.02,30.75,31.7,165281,1579,31.544565,18.74,18.82,18.14,18.52,1920094,9090,18.535539
2019-03-26,280.97,282.18,279.56,281.12,68192367,316322,280.736917,52.1,52.39,50.59,50.92,1396647,12558,51.103588,37.16,37.7,36.46,36.68,394714,3362,36.950372,31.93,31.96,30.4401,31.17,146079,2224,30.870383,18.68,18.7,17.92,18.2,1052423,7915,18.179127
2019-03-27,281.13,281.76,277.93,279.65,72224722,390634,279.780992,50.98,51.4,50.21,51.19,861973,9510,50.943124,36.83,37.02,36.28,36.79,397338,2979,36.615122,30.94,31.22,30.1693,31.05,201739,2254,30.721929,18.16,18.45,17.63,18.3,792367,5975,18.15011
2019-03-28,280.36,281.21,279.07,280.71,56284545,301908,280.32288,51.21,52.08,51.0,52.02,1069162,9943,51.660763,36.79,37.76,36.295,37.76,789926,6182,37.085021,31.05,33.23,30.8884,32.37,265627,2640,32.405194,18.23,18.85,18.1401,18.78,830751,5610,18.661662
2019-03-29,282.41,282.84,281.14,282.48,82240806,330846,282.129816,52.68,53.0,52.3458,52.84,904150,8295,52.768644,37.78,38.37,37.5,37.68,521624,3991,37.845787,32.76,33.12,32.16,33.03,112161,1177,32.75537,18.81,19.12,18.41,18.63,598013,4196,18.692403
2019-04-01,284.7,286.16,284.4,285.83,77674119,326982,285.190276,53.29,54.2,53.18,54.11,1303880,13038,53.835716,38.2,38.4146,37.79,37.85,471339,4428,37.991842,33.6,36.1808,33.6,35.52,370525,3600,35.451554,18.75,19.19,18.64,19.09,672518,4866,18.972829
2019-04-02,286.04,286.23,285.09,285.97,40120818,211563,285.79527,54.2,54.46,53.24,53.9,718127,7634,53.791086,37.97,38.69,37.6,38.2,614080,4768,38.19522,35.52,37.0,34.69,34.88,195998,2546,35.539727,19.01,19.25,18.4,18.99,775959,5637,18.825815
2019-04-03,287.33,287.76,285.75,286.42,68662608,291422,286.771919,54.43,55.49,54.3,54.85,1278254,10842,54.924385,38.44,39.03,38.285,38.66,460121,4022,38.643499,35.35,35.6,33.26,34.28,359803,3217,34.122243,19.13,19.35,18.71,19.14,580015,4106,19.107452
2019-04-04,286.8,287.459,286.01,287.18,50017519,262146,286.887971,54.94,55.39,54.73,55.38,807927,7778,55.1505,38.69,40.12,38.68,40.11,594536,5766,39.669707,34.27,35.84,34.04,35.62,195065,2164,35.277303,19.15,19.25,18.91,19.14,372425,3019,19.096837
2019-04-05,287.95,288.63,287.6,288.57,59131873,253412,288.228099,55.5,56.38,55.32,56.29,1338841,13308,56.027187,40.35,41.02,40.079,40.72,428264,5068,40.789919,35.4,36.35,34.5,36.24,133397,1552,35.975271,19.3,19.54,19.22,19.32,558858,3199,19.376474
2019-04-08,288.1,288.91,287.37,288.79,53726460,233825,288.325481,56.16,57.09,55.96,57.08,1289856,10965,56.861017,40.63,41.45,40.4043,41.44,386896,4399,41.086928,36.29,37.11,35.7,36.86,321639,3121,36.564188,19.3,19.55,19.06,19.45,350707,2845,19.396994
2019-04-09,287.72,288.08,286.7,287.31,66455332,271849,287.485967,56.84,56.9925,55.94,56.13,1051173,8839,56.253339,41.21,41.83,40.56,40.65,360977,4321,41.138574,36.51,36.66,34.6525,35.11,189896,1981,35.366188,19.45,19.54,18.85,18.92,666309,4367,19.13496
2019-04-10,287.77,288.3899,287.31,288.29,52754039,204506,287.884283,58.85,60.95,58.4,60.77,4914314,37740,60.140987,40.89,41.35,40.57,41.27,421663,3783,41.02466,34.94,35.64,32.56,35.13,649407,6257,34.112424,19.01,19.37,18.43,18.81,682018,4855,18.820843
2019-04-11,288.84,288.84,287.578,288.21,55098100,205244,288.161064,60.46,61.13,59.66,60.63,1583471,13594,60.329521,41.5,41.8183,40.46,40.62,265088,2791,40.98319,34.99,35.23,33.28,33.45,261656,2674,33.985415,18.72,18.87,18.25,18.46,629349,3975,18.48934
2019-04-12,290.01,290.47,288.261,290.16,69835782,232166,289.776012,61.0,61.0,59.51,60.18,1256529,10443,60.064441,40.66,41.33,40.545,40.99,323321,3400,41.053307,34.16,36.58,34.145,35.08,440705,3996,35.30359,18.55,19.1,18.44,18.82,1567859,5896,18.850263
2019-04-15,290.27,290.35,289.075,289.97,50222730,199622,289.773677,60.32,61.23,60.17,60.23,1007614,11000,60.549944,41.1,41.85,40.555,41.43,396583,4582,41.416576,35.01,36.16,33.8815,34.74,248749,2479,34.894955,18.8,19.0199,18.635,18.83,809964,5531,18.861286
2019-04-16,290.96,291.01,289.5,290.16,52154597,206469,290.277078,60.46,60.6596,59.6,60.51,897719,9814,60.316236,41.74,42.77,41.49,42.54,275562,3278,42.256357,34.97,36.12,34.84,35.63,559166,2946,35.572474,18.96,19.36,18.86,19.12,838062,6018,19.176661
2019-04-17,291.41,291.425,288.99,289.45,58268470,245037,289.770682,61.07,61.2,60.22,60.66,1024328,9396,60.709889,42.99,43.88,42.7233,43.08,645203,6580,43.139006,35.97,37.61,35.804,37.47,760071,4596,37.179283,19.33,19.75,19.0,19.14,875948,5973,19.261938
2019-04-18,290.12,290.32,288.66,290.02,69414428,231296,289.794161,60.88,61.1,59.73,59.85,987863,9631,60.119034,43.38,43.66,42.95,43.04,560556,4906,43.222057,37.81,38.3,36.5,37.3,228912,1721,37.304636,19.19,19.37,18.9,19.01,612095,4396,19.088437
2019-04-22,289.17,290.435,289.07,290.27,40520264,170767,290.002934,59.84,60.48,59.4,59.96,849049,7680,59.879151,42.86,43.25,42.7375,43.2,200376,2997,42.965151,37.2,37.99,37.2,37.63,162728,1814,37.628485,19.02,19.63,19.02,19.58,765288,5662,19.410158
2019-04-23,290.68,293.14,290.42,292.88,52411775,232023,292.102165,59.97,61.93,59.94,61.62,1785701,11712,61.364713,43.4,44.79,43.2222,44.31,568395,5960,44.339516,37.64,38.84,37.55,37.89,343074,2059,38.028196,19.67,20.3,19.64,20.26,1530489,9353,20.101697
2019-04-24,292.76,293.16,292.07,292.23,50469550,203858,292.580824,61.6,62.66,61.52,61.82,1362619,11897,62.084904,44.59,45.6,44.36,44.79,461277,4409,45.021708,37.91,38.57,37.78,37.95,231139,1787,38.100135,20.25,20.75,20.16,20.18,893637,6540,20.371933
2019-04-25,292.12,292.78,290.73,292.05,57875137,238260,292.05172,61.67,62.0,60.23,61.25,1143817,10344,61.23013,45.01,46.72,45.01,45.92,432546,4648,46.063971,37.93,38.33,37.1977,37.46,138562,1700,37.805131,20.06,20.46,19.9298,20.06,580549,4430,20.092479
2019-04-26,292.12,293.49,291.2401,293.41,51449173,220594,292.642502,60.85,61.76,60.2,61.54,802277,9227,61.287804,45.78,46.25,44.74,45.97,309110,3165,45.923441,37.32,37.97,36.93,37.38,239784,1310,37.39835,20.08,20.31,20.0,20.27,517410,3689,20.19206
2019-04-29,293.53,294.45,293.41,293.87,61675682,186857,293.871519,61.49,62.34,61.35,61.84,875880,9477,61.9152,46.0,46.06,45.03,45.19,560165,5788,45.400881,37.39,38.02,36.6601,36.99,159978,2860,37.213283,20.54,20.59,19.95,20.03,426051,5159,20.118832
2019-04-30,293.52,294.34,291.92,294.02,81411933,254912,293.55159,61.39,62.06,60.7,61.53,962774,10489,61.549906,44.38,45.1511,43.67,44.3,496948,5354,44.286671,36.82,37.53,36.69,37.05,101470,1345,37.168526,19.92,20.07,19.59,19.98,544675,3702,19.838508
2019-05-01,294.76,294.95,291.8,291.81,71921870,337374,293.457138,62.09,62.62,60.82,60.87,1261185,12226,61.793684,44.9,45.94,44.12,44.14,1157237,9151,44.825812,37.45,38.17,37.075,37.14,139529,1608,37.715731,20.18,20.83,20.13,20.63,873657,5973,20.558344
2019-05-02,291.68,292.7,289.52,291.18,65058183,342564,291.10168,60.94,61.96,59.745,59.86,2017812,19320,60.323341,44.0,44.2101,43.35,43.76,591895,5945,43.65513,37.16,38.21,37.08,37.98,216274,2628,37.731299,20.65,20.91,20.2,20.4,622623,5859,20.551804
2019-05-03,292.8,294.34,291.2998,294.03,56579556,249557,293.438891,61.39,63.82,60.46,61.76,4455307,36097,61.651129,44.27,44.97,44.15,44.56,507830,4401,44.561226,38.5,39.0,37.83,38.26,137200,1633,38.329838,20.5,21.46,20.38,21.45,1674358,6944,20.952774
2019-05-06,289.24,293.31,288.9,292.82,107250892,390959,291.952803,59.58,60.81,58.57,60.29,2110507,17596,60.014911,43.74,44.2,43.1,43.88,832595,7518,45.444241,36.98,37.2,34.27,35.67,381071,4981,35.707117,20.66,20.83,20.02,20.03,869554,6111,20.294382
2019-05-07,290.15,290.81,285.81,287.93,145292657,618594,288.280747,59.64,61.72,59.28,61.69,1968321,15565,60.98749,50.46,54.5,50.2444,53.84,6018090,49990,53.142481,35.71,36.43,35.08,35.73,201932,2855,35.632571,19.99,20.28,19.75,20.14,499220,5600,20.089396
2019-05-08,287.56,289.43,286.87,287.53,91714817,455857,288.141309,61.47,61.91,60.25,60.33,1854832,11116,60.550998,53.4,53.8,51.26,51.85,1623288,13970,52.120691,35.56,35.78,34.51,35.19,125238,2188,35.250531,20.18,20.27,19.53,19.66,515962,4563,19.769773
2019-05-09,285.2,287.33,283.3,286.66,103471271,526341,285.580572,59.3,59.79,57.88,58.92,2025409,14368,58.802978,51.34,51.75,50.55,51.49,936323,9985,51.057615,34.6,34.85,33.5,33.72,368708,2702,34.557031,19.37,19.45,18.58,18.87,882680,7710,18.927324
2019-05-10,285.64,288.94,282.3,288.1,112603342,602402,285.828611,58.8,60.36,58.5,59.99,1216323,13555,59.560158,51.19,53.41,50.96,53.01,972453,8742,52.841047,33.69,35.38,33.69,34.41,154095,2089,34.353947,18.76,19.39,18.61,19.12,775658,6007,19.03424
2019-05-13,282.39,283.49,279.93,280.86,127837979,670187,281.560182,58.55,59.2086,57.4,58.4,1058275,12538,58.149668,51.5,52.0,49.58,50.0,793225,8273,50.302257,33.5,33.87,32.24,32.4,327558,4077,32.664262,19.0,19.0,17.65,17.83,991935,7188,18.185554
2019-05-14,282.01,285.1,281.85,283.4,77106090,390251,283.609239,59.06,59.9,58.56,59.33,984560,11280,59.421617,50.32,51.4,50.25,50.94,751230,6766,50.795757,32.76,34.2,32.76,33.4,167960,2428,33.396056,17.87,18.27,17.77,17.88,675662,4918,17.952074
2019-05-15,281.6,285.77,281.36,285.06,75152409,364823,284.276653,58.64,60.03,58.6,59.86,947434,10023,59.680669,50.8,52.85,50.64,52.38,837352,8336,52.023537,33.48,35.11,33.01,34.88,364150,3927,34.36643,17.66,18.25,17.61,18.12,524933,3824,18.029142
2019-05-16,285.83,289.21,285.76,287.7,77186068,352847,287.797144,59.86,61.45,59.56,60.67,986452,10015,60.756859,52.5,55.82,52.4,55.3,983770,9958,54.955138,34.87,36.68,34.87,36.25,178757,2007,36.147238,18.14,18.59,18.09,18.43,409481,3046,18.371787
2019-05-17,285.13,288.6,285.1207,285.84,100853024,401172,286.609816,59.85,60.4,58.34,58.38,1281444,13353,59.067537,54.74,56.95,54.52,55.59,1064720,10249,56.047258,35.47,35.4825,32.76,32.77,256888,2459,34.055054,18.04,18.22,17.5,17.51,1106143,7651,17.777709
2019-05-20,284.06,285.962,283.12,283.95,63153446,344197,284.223615,58.12,58.12,56.92,57.77,1098809,12295,57.613577,55.28,55.93,54.235,54.7,727374,8075,54.983538,32.64,32.86,30.75,31.14,366732,3730,31.444553,17.38,17.62,16.9,17.44,579324,5396,17.33574
2019-05-21,285.83,286.93,285.55,286.51,47390688,256169,286.268748,58.13,59.32,58.13,58.94,864448,9371,58.854409,55.22,55.5,54.25,54.8,400866,4428,54.898935,32.0,36.9799,32.0,35.88,541654,3505,35.455083,17.67,18.2259,17.67,17.94,509583,4180,18.014668
2019-05-22,285.43,286.69,285.1,285.63,49717083,260143,285.783071,58.76,59.55,58.4,59.06,696039,7468,59.017578,54.5,55.5766,54.3201,54.96,289834,3962,55.01811,36.4,38.91,35.5028,38.55,703769,6260,38.056469,17.84,18.11,17.7,17.93,581097,4558,17.886252
2019-05-23,283.16,283.21,280.57,282.14,99142377,466151,281.947377,58.22,58.475,56.86,57.33,1120526,10513,57.384426,54.37,54.955,53.0,53.47,475253,6104,53.521819,37.01,38.31,35.7207,36.44,394793,4487,36.900586,17.75,17.88,17.01,17.38,759902,4897,17.282935
2019-05-24,283.75,284.2,282.09,282.78,57468147,267403,283.00436,57.63,58.52,57.2,57.31,677529,7539,57.625227,53.51,54.26,53.1,53.61,348060,4234,53.528184,36.86,36.91,35.8,36.56,168277,1868,36.385801,17.5,17.75,17.41,17.62,454902,3419,17.639675
2019-05-28,283.01,284.15,280.13,280.15,70066654,340223,281.910164,57.52,58.55,57.4,58.35,783794,9781,58.183461,54.16,55.53,53.8301,55.38,447901,5424,55.032102,37.43,38.0,35.27,36.57,307789,4037,36.160756,17.65,18.04,17.4,17.77,498331,3408,17.689357
2019-05-29,278.91,279.36,276.71,278.27,105794668,466356,278.222449,57.67,57.9999,56.5412,57.86,792523,8688,57.577137,54.92,54.94,53.37,53.79,344583,4716,53.967772,36.27,36.43,35.64,35.95,72805,988,36.056378,17.69,17.86,17.35,17.69,831944,6990,17.642238
2019-05-30,279.08,280.04,277.805,279.03,63433008,286148,278.910577,58.34,59.97,58.34,59.64,1156030,11933,59.466547,53.99,55.3,53.95,54.63,298740,3484,54.777062,35.9,37.88,35.9,37.76,159924,2036,37.486607,18.42,20.09,18.42,19.41,1829427,11492,19.420532
2019-05-31,276.2,277.12,275.24,275.27,87040121,396412,275.990869,58.92,59.0,57.12,58.04,1418549,13283,57.927309,54.07,54.455,53.13,53.58,529673,6609,53.697369,37.19,39.3,36.9,38.0,395683,4390,38.328158,19.0,19.41,18.61,19.09,913808,7208,19.064209
2019-06-03,275.3,276.5521,273.09,274.57,96584146,492872,274.75971,58.0,59.88,57.4,58.75,1083738,13668,58.82597,53.29,53.65,52.03,53.26,578585,7611,52.998994,38.23,43.16,38.0,43.07,608863,7049,41.300739,18.37,20.0,18.35,19.86,884539,7082,19.617038
2019-06-04,277.11,280.68,276.62,280.53,77767889,377640,278.845031,59.55,61.17,59.29,60.87,1246423,12413,60.717368,53.58,54.94,53.45,54.65,307884,3552,54.349639,43.08,44.0,39.82,42.14,511534,5243,41.981632,19.45,20.71,19.4,20.61,1219520,9581,20.42142
2019-06-05,282.34,282.99,280.32,282.96,71374498,327592,281.92976,61.49,61.665,59.72,60.93,1316469,14362,60.82562,54.83,55.245,54.33,55.16,425944,5041,54.842052,42.64,42.64,40.75,41.88,266105,3484,41.694962,20.34,20.88,20.25,20.86,962521,7465,20.667108
2019-06-06,283.29,285.55,282.57,284.8,69855780,303395,284.047267,60.71,61.88,60.08,61.42,1180274,11853,61.271438,55.03,56.5,54.75,56.01,544932,5036,55.854457,41.06,41.79,39.8205,41.46,373590,3847,40.815123,20.62,21.415,20.5,21.21,794503,6174,21.104926
2019-06-07,285.95,288.85,285.74,287.65,74283295,337830,287.477283,62.0,63.27,61.75,62.53,1002320,10682,62.633379,55.9,57.1363,55.49,56.32,339851,3841,56.526835,41.52,42.69,39.94,42.38,288948,2164,42.158348,21.23,21.53,21.0914,21.32,800430,6183,21.358705
2019-06-10,289.35,290.82,288.8734,288.97,60804701,298335,289.569207,63.0,63.87,62.58,63.16,868490,9121,63.276382,56.45,57.88,56.45,56.83,364765,4566,57.134114,42.43,45.81,42.43,45.72,406161,3951,44.679513,21.29,21.75,21.23,21.31,538088,3640,21.50017
2019-06-11,290.95,291.4,288.1805,288.9,58696425,280368,289.403789,64.0,65.28,63.66,64.25,1166138,14424,64.326662,57.05,57.46,56.01,57.0,356216,4282,56.910895,45.6,46.2,44.3133,45.04,366255,3828,45.093056,21.33,21.4658,20.59,21.13,604464,4075,21.051118
2019-06-12,288.64,289.26,287.815,288.39,47384212,206507,288.410265,64.26,64.26,59.71,59.88,2143045,20063,61.287368,56.9,56.99,54.57,54.82,443565,4818,55.269263,44.16,44.71,43.65,43.97,105884,1257,44.166667,20.74,21.48,20.5605,21.21,1152063,6674,21.122196
2019-06-13,289.37,289.98,288.62,289.58,48958001,227007,289.222177,60.97,62.56,60.75,62.15,1512115,16492,61.867597,55.08,57.975,55.08,57.88,668415,6682,57.320532,44.5,45.58,44.16,45.51,201801,2275,45.080757,21.34,21.82,21.25,21.74,792925,6987,21.62319
2019-06-14,289.27,289.93,288.41,289.26,52345601,229903,289.161718,61.64,61.95,61.0059,61.24,702130,7982,61.448381,57.75,58.1695,55.795,56.49,559517,5772,56.746403,45.02,45.735,44.66,45.48,157623,1972,45.291441,21.53,21.85,21.25,21.61,482335,3613,21.640878
2019-06-17,289.53,290.22,289.18,289.37,39205709,194956,289.675094,61.19,61.66,59.59,60.94,934940,8537,61.053836,56.44,57.15,55.69,56.59,256214,3578,56.490137,45.32,45.32,41.0,41.8,239263,2630,42.435057,21.74,21.78,21.06,21.29,658073,4828,21.350697
2019-06-18,291.38,293.57,290.99,292.4,85469823,387216,292.242582,61.55,63.64,61.55,62.87,1153568,10909,62.913789,58.19,60.96,57.7125,58.56,1305249,14507,59.476178,42.35,43.89,42.04,42.73,404191,4472,42.84439,21.61,22.2,21.5,21.93,904746,6496,21.89397
2019-06-19,292.53,293.65,291.47,293.06,80323977,339731,292.685169,62.98,63.32,62.19,62.78,657217,7806,62.805422,59.04,59.53,57.38,59.2,630473,6419,58.62499,42.77,44.46,41.3409,44.12,274200,2818,42.956069,21.93,22.52,21.855,22.36,887548,6379,22.205041
2019-06-20,296.02,296.3093,293.1255,295.86,117760417,369798,295.307119,63.81,64.02,62.97,63.04,758496,7392,63.287634,60.0,60.67,58.89,59.68,498859,4935,59.72179,45.13,45.98,42.7,43.01,253880,1839,43.596614,22.75,22.93,21.9,21.99,969103,6357,22.377121
2019-06-21,294.14,295.52,293.76,294.0,85099241,291151,294.338918,62.87,63.33,62.0001,62.91,794441,7238,62.906595,59.53,59.73,58.15,59.4,531090,4477,59.088285,42.75,43.695,41.58,42.34,239719,2115,42.480136,22.16,22.34,21.9,22.07,858421,5688,22.106127
2019-06-24,294.18,294.58,293.47,293.64,47610730,203286,293.971447,62.99,63.42,62.38,62.68,817147,7021,62.819438,60.02,61.66,60.01,60.54,853061,7994,60.695696,42.64,43.36,42.0,42.57,108333,1499,42.57927,22.14,22.285,21.85,22.18,318077,3134,22.117888
2019-06-25,293.67,293.73,290.64,290.76,82344336,301447,292.000459,62.69,63.2199,61.5,61.76,848142,8885,62.224397,60.3,60.94,58.84,59.22,660461,7594,59.665779,42.54,42.94,39.71,39.92,179638,1572,40.966959,22.11,22.34,20.9689,21.27,1063726,7278,21.581261
2019-06-26,291.78,292.31,290.345,290.47,52064906,226135,291.035618,62.34,63.25,62.34,62.57,576352,6358,62.773789,60.91,61.89,59.49,59.62,587416,4244,59.914573,40.66,41.36,40.01,40.96,111349,1309,40.851668,21.43,21.85,21.21,21.31,390980,3400,21.428915
2019-06-27,291.29,292.06,290.89,291.5,40484164,185583,291.584832,62.41,65.6586,62.41,65.47,1724573,14831,64.943259,59.7,61.645,59.57,61.06,733187,4945,60.800598,40.87,42.08,40.15,41.73,228451,2370,41.38548,21.4,22.14,21.18,22.0,799563,5020,21.789956
2019-06-28,292.57,293.55,292.01,293.0,59508955,246484,292.797839,65.8,66.05,64.92,65.68,1261642,12695,65.536546,60.72,62.7,60.72,62.46,648991,5518,62.074881,41.65,42.63,41.19,42.37,175939,2107,42.043007,22.04,22.24,21.53,21.83,641292,4787,21.862783
2019-07-01,296.68,296.92,294.33,295.66,79264778,313785,295.550961,66.3,67.2,65.68,66.13,1162555,13848,66.436165,63.22,64.21,61.97,62.3,658607,6553,62.657275,43.75,45.8,43.75,44.04,262181,3185,44.870822,22.21,22.77,22.09,22.27,573856,4342,22.452186
2019-07-02,295.59,296.49,291.21,296.43,62924305,243679,295.69054,65.94,66.67,65.56,66.65,762826,6927,66.316823,62.47,63.25,61.36,62.84,284934,4482,62.459407,43.56,44.23,42.78,43.63,168997,2278,43.459214,22.22,22.49,22.01,22.34,605858,5054,22.213243
2019-07-03,297.19,298.82,297.02,298.8,40929346,162068,298.172623,66.71,66.98,65.98,66.19,512965,6363,66.4747,62.7,63.32,62.28,62.3,167966,2147,62.750102,43.64,43.81,42.11,42.46,104867,1576,42.799929,22.45,22.59,22.0,22.12,1238786,3447,22.105828
2019-07-05,297.46,298.64,296.01,298.46,51977326,229688,297.602081,65.45,66.86,64.86,66.84,645857,7370,66.147822,62.03,63.2,62.025,63.15,251722,2867,62.672704,42.31,43.56,41.8,43.54,150801,2098,43.064263,21.84,22.47,21.72,22.32,453124,3588,22.148985
2019-07-08,297.01,298.2579,296.22,296.82,45961732,190736,296.885773,66.36,66.9,66.18,66.64,617651,6613,66.58964,63.04,63.1,61.23,62.53,345924,4129,62.393989,43.07,43.2,41.04,41.06,108387,1463,41.794362,22.15,22.2,21.64,21.89,480414,3730,21.838774
2019-07-09,295.51,297.52,295.48,297.19,41504115,166322,296.762207,66.71,67.89,66.585,67.11,679338,7731,67.174741,61.86,62.98,61.665,62.27,298491,2871,62.302524,41.0,41.66,40.11,40.5,90427,1799,40.660211,21.77,21.88,21.47,21.65,395307,3586,21.687117
2019-07-10,298.4,299.66,297.78,298.61,59008229,258916,298.535745,67.99,67.99,65.37,66.26,994288,9836,66.32059,62.79,63.42,62.05,62.29,335745,3882,62.627841,40.56,41.39,39.67,40.99,233579,1785,40.649364,21.72,21.96,21.09,21.21,629095,5134,21.366636
2019-07-11,299.34,299.58,298.2,299.31,50935140,223129,299.020452,66.79,66.9,65.58,66.11,578150,7211,66.136836,62.3,62.72,59.8445,60.76,520149,5260,61.269387,41.01,41.37,38.56,38.61,256674,2996,39.405711,21.3,21.3685,20.245,20.4,836412,7323,20.559472
2019-07-12,299.86,300.73,299.51,300.65,40511434,176835,300.142196,66.17,66.83,65.7871,65.98,515964,8405,66.135282,61.48,62.54,61.275,62.12,417515,4511,62.134659,40.0,42.77,39.95,42.66,322463,3412,41.787989,20.61,21.0319,20.4,20.81,752049,4570,20.72341
2019-07-15,301.12,301.13,300.19,300.75,33992129,149900,300.605019,66.13,66.22,65.37,66.0,697168,7492,65.83404,62.23,62.3999,60.22,61.83,332796,3875,61.514404,42.66,43.22,41.5174,43.1,166652,1982,42.601601,20.85,21.0,20.58,20.62,269029,3123,20.723545
2019-07-16,300.64,300.88,299.44,299.71,40807546,183816,300.108039,65.8,66.11,64.43,64.49,834900,10189,64.848318,61.65,61.705,60.65,61.4,203985,2565,61.337226,42.84,43.175,41.45,42.08,133856,1766,42.244048,20.66,20.93,20.44,20.62,442862,4805,20.698775
2019-07-17,299.77,299.93,297.74,297.74,44343835,200151,298.543544,64.58,65.48,64.43,64.81,772795,7914,64.944458,61.5,62.5,61.05,62.36,285368,3730,62.074394,42.16,43.17,41.96,42.78,143252,1920,42.805715,20.58,20.93,20.58,20.6,376484,4340,20.742012
2019-07-18,297.18,299.25,296.7,298.83,53567032,236661,298.067797,64.59,66.02,64.5,65.96,877220,8687,65.685302,62.0,63.0,61.9,62.64,521840,5409,62.578171,42.71,43.24,42.45,42.76,222656,1327,42.808427,20.65,20.8885,20.34,20.73,467113,4029,20.724572
